title,image,published,description,category,author,image_relation,fake_news_label
"Insider Buying: MBX Biosciences, Inc. (NYSE:MBX) Director Acquires 47,502 Shares of Stock",https://www.marketbeat.com/logos/mbx-biosciences-inc-logo-1200x675.png?v=20240926142206,2025-02-21 01:19:31+00:00,"MBX Biosciences, Inc. (NYSE:MBX - Get Free Report) Director Carl L. Gordon purchased 47,502 shares of the firm's stock in a transaction on Friday, February 14th. The stock was acquired at an average price of $9.87 per share, with a total value of $468,844.74. Following the completion of the transact...",finance,MarketBeat,Unknown,Unknown
"MBX Biosciences, Inc. (NYSE:MBX) Director Carl L. Gordon Purchases 143,170 Shares",https://www.marketbeat.com/logos/mbx-biosciences-inc-logo-1200x675.png?v=20240926142206,2025-02-21 01:19:01+00:00,"MBX Biosciences, Inc. (NYSE:MBX - Get Free Report) Director Carl L. Gordon acquired 143,170 shares of the business's stock in a transaction on Tuesday, February 18th. The stock was acquired at an average cost of $10.84 per share, for a total transaction of $1,551,962.80. Following the transaction, t...",finance,MarketBeat,Yes,Real
"UK peatland fires are supercharging carbon emissions as climate change causes hotter, drier summers",https://scx2.b-cdn.net/gfx/news/hires/2025/uk-peatland-fires-are-2.jpg,2025-02-21 00:10:04+00:00,"This article has been reviewed according to Science X's editorial process and policies . Editors have highlighted the following attributes while ensuring the content's credibility:

The new study led ...",science,University Of Cambridge,Unknown,Unknown
"Impacts of workplace bullying on sleep can be 'contagious' between partners, research suggests",https://scx2.b-cdn.net/gfx/news/hires/2022/workplace-bully.jpg,2025-02-21 00:10:01+00:00,"This article has been reviewed according to Science X's editorial process and policies . Editors have highlighted the following attributes while ensuring the content's credibility:

Credit: Unsplash/C...","medical, science",University Of East Anglia,Unknown,Unknown
Genetic therapy gives infants life-changing improvements in sight,https://scx2.b-cdn.net/gfx/news/hires/2019/6-baby.jpg,2025-02-20 23:30:02+00:00,"This article has been reviewed according to Science X's editorial process and policies . Editors have highlighted the following attributes while ensuring the content's credibility:

Credit: CC0 Public...","medical, science",University College London,Unknown,Unknown
Pro-science influencers take on wellness influencers,https://media.npr.org/include/images/facebook-default-wide-s1400-c100.jpg,2025-02-20 22:40:28+00:00,"As wellness influencers sharing dubious claims have taken off on TikTok and Instagram, some pro-science voices are trying to promote facts.",science,Jude Joffe-Block,Unknown,Unknown
Pulse Biosciences (NASDAQ:PLSE) Shares Down 7.8% - Here's Why,https://www.marketbeat.com/logos/pulse-biosciences-inc-logo-1200x675.png?v=20221223071004,2025-02-20 22:36:54+00:00,Pulse Biosciences (NASDAQ:PLSE) Trading Down 7.8% - Time to Sell?,finance,MarketBeat,Unknown,Unknown
Science under Siege during Trump’s First 30 Days,https://static.scientificamerican.com/dam/m/64013748638f644f/original/Trump-reviews-executive-order.jpg?m=1740089888.613&w=1200,2025-02-20 22:30:00+00:00,The Trump administration has acted fast to attack science with a range of funding and policy tactics,science,"Jeff Tollefson, Max Kozlov, Alexandra Witze, Dan Garisto, Nature magazine",Unknown,Unknown
Simple treatment may reduce inflammation and its side effects in expecting cows,https://scx2.b-cdn.net/gfx/news/hires/2025/heifer.jpg,2025-02-20 22:21:03+00:00,"This article has been reviewed according to Science X's editorial process and policies . Editors have highlighted the following attributes while ensuring the content's credibility:

Credit: Pixabay/CC...",science,Katie Bohn,Yes,Real
Struggling men may hurt noncollege women's marriage prospects,https://scx2.b-cdn.net/gfx/news/hires/2024/wedding-rings.jpg,2025-02-20 22:20:04+00:00,"This article has been reviewed according to Science X's editorial process and policies . Editors have highlighted the following attributes while ensuring the content's credibility:

Credit: Pixabay/CC...",science,James Dean,Yes,Real
Deaths of despair' more than double in the US over two decades,https://scx2.b-cdn.net/gfx/news/hires/2025/despair.jpg,2025-02-20 22:13:04+00:00,"This article has been reviewed according to Science X's editorial process and policies . Editors have highlighted the following attributes while ensuring the content's credibility:

Credit: Keira Burt...","medical, science",Gisele Galoustian,Yes,Real
Fog-to-Cloud computing framework: Researchers advance secure remote health monitoring for elderly care,https://scx2.b-cdn.net/gfx/news/hires/2024/cloud-computing.jpg,2025-02-20 22:12:03+00:00,"This article has been reviewed according to Science X's editorial process and policies . Editors have highlighted the following attributes while ensuring the content's credibility:

Credit: Pixabay/CC...","medical, science",David Bradley,Yes,Real
"Pacific Biosciences of California, Inc. (NASDAQ:PACB) Insider Michele Farmer Sells 24,349 Shares",https://www.marketbeat.com/logos/pacific-biosciences-of-california-inc-logo-1200x675.png?v=20221123085851,2025-02-20 22:11:42+00:00,"Pacific Biosciences of California, Inc. (NASDAQ:PACB - Get Free Report) insider Michele Farmer sold 24,349 shares of the company's stock in a transaction that occurred on Tuesday, February 18th. The shares were sold at an average price of $1.88, for a total value of $45,776.12. Following the transac...",finance,MarketBeat,Unknown,Unknown
More people are playing roller derby. Here's what that might mean for foot health,https://scx2.b-cdn.net/gfx/news/hires/2025/roller-derby.jpg,2025-02-20 22:11:03+00:00,"This article has been reviewed according to Science X's editorial process and policies . Editors have highlighted the following attributes while ensuring the content's credibility:

Credit: Pixabay/CC...","medical, science",Benjamin Bullen,Yes,Real
Study reveals split opinions on long-term opioid use for chronic pain,https://scx2.b-cdn.net/gfx/news/hires/2025/pain.jpg,2025-02-20 22:10:06+00:00,"This article has been reviewed according to Science X's editorial process and policies . Editors have highlighted the following attributes while ensuring the content's credibility:

Credit: Unsplash/C...","medical, science",Regenstrief Institute,No,Real
"Alzheimer's disease, dementias chronically undiagnosed yet early detection rarely used",https://scx2.b-cdn.net/gfx/news/2025/alzheimers-disease-dem.jpg,2025-02-20 22:09:04+00:00,"This article has been reviewed according to Science X's editorial process and policies . Editors have highlighted the following attributes while ensuring the content's credibility:

Older US adults’ l...","medical, science",Kim North Shine,Yes,Real
"Elephant seals, fog harvesting and the brain science behind sugar cravings",https://media.npr.org/include/images/facebook-default-wide-s1400-c100.jpg,2025-02-20 22:08:13+00:00,"This week's Short Wave news roundup covers harvesting drinking water from fog, what elephant seals reveal about fish populations in the deep ocean, and why there's always room for dessert.",science,Emily Kwong,No,Real
Q&A: Researcher discusses exploring the limits of carbon sequestration,https://scx2.b-cdn.net/gfx/news/2025/exploring-the-limits-o.jpg,2025-02-20 22:06:04+00:00,"This article has been reviewed according to Science X's editorial process and policies . Editors have highlighted the following attributes while ensuring the content's credibility:

Rincon de la Vieja...",science,Stephanie Martinovich,Yes,Real
Study reveals diverse progression in mitochondrial DNA deletion syndromes,https://scx2.b-cdn.net/gfx/news/2025/clinical-progression-p.jpg,2025-02-20 22:05:04+00:00,"This article has been reviewed according to Science X's editorial process and policies . Editors have highlighted the following attributes while ensuring the content's credibility:

Description of cli...","medical, science",Children'S Hospital Of Philadelphia,Unknown,Unknown
How mosquitoes hear may inspire new ways to detect natural disasters,https://scx2.b-cdn.net/gfx/news/hires/2025/how-mosquitos-hear-may-1.jpg,2025-02-20 22:03:03+00:00,"This article has been reviewed according to Science X's editorial process and policies . Editors have highlighted the following attributes while ensuring the content's credibility:

This CT scan is a ...",science,Purdue University,Yes,Real
Plasma arc cutting: Scientists decode gas flow dynamics,https://scx2.b-cdn.net/gfx/news/hires/2025/plasma-arc-cutting-pnu.jpg,2025-02-20 22:01:04+00:00,"This article has been reviewed according to Science X's editorial process and policies . Editors have highlighted the following attributes while ensuring the content's credibility:

The curvature lead...",science,Pusan National University,Yes,Real
"Exercise can restore STAT3 levels in the amygdala, preventing stress-induced high blood pressure",https://scx2.b-cdn.net/gfx/news/hires/2025/exercise-your-way-to-l.jpg,2025-02-20 22:00:04+00:00,"This article has been reviewed according to Science X's editorial process and policies . Editors have highlighted the following attributes while ensuring the content's credibility:

Exercise reduces s...","medical, science",Juntendo University Research Promotion Center,Yes,Real
"Influencer marketing can help tourism industry mitigate waste, pollution",https://scx2.b-cdn.net/gfx/news/hires/2025/environmental-influenc.jpg,2025-02-20 21:58:03+00:00,"This article has been reviewed according to Science X's editorial process and policies . Editors have highlighted the following attributes while ensuring the content's credibility:

Credit: Pixabay/CC...",science,Pennsylvania State University,Yes,Real
New dads reveal conflict and guilt in the transition to parenthood,https://scx2.b-cdn.net/gfx/news/hires/2024/new-dad.jpg,2025-02-20 21:57:03+00:00,"This article has been reviewed according to Science X's editorial process and policies . Editors have highlighted the following attributes while ensuring the content's credibility:

Credit: Pixabay/CC...",science,Pauline Braniff,Yes,Real
60 years ago: Ranger 8 moon photos aid in Apollo site selection,https://scx2.b-cdn.net/gfx/news/2025/60-years-ago-ranger-8-4.jpg,2025-02-20 21:56:03+00:00,"This article has been reviewed according to Science X's editorial process and policies . Editors have highlighted the following attributes while ensuring the content's credibility:

Impact sites of Ra...",science,John J. Uri,Unknown,Unknown
"AI tool diagnoses diabetes, HIV and COVID from a blood sample",https://media.nature.com/lw1200/magazine-assets/d41586-025-00528-y/d41586-025-00528-y_50663158.jpg,2025-02-20 21:53:47+00:00,"The AI analyses gene sequences linked to receptors on the surface of B cells (pictured) and T cells. Credit: Eye Of Science/Science Photo Library

Researchers have developed an artificial intelligence...",academia,Naddaf,Unknown,Unknown
Trump's siege of science: how the first 30 days unfolded and what's next,https://media.nature.com/lw1200/magazine-assets/d41586-025-00525-1/d41586-025-00525-1_50663222.jpg,2025-02-20 21:53:47+00:00,"Donald Trump took office as US president for the second time one month ago.Credit: Joe Raedle/Getty

In the wake of the Second World War, US leaders adopted the view that scientific progress is an “es...",academia,Tollefson,Yes,Real
Study demonstrates the interaction between Zika virus and a neurotoxin in human brain development,https://scx2.b-cdn.net/gfx/news/hires/2025/study-demonstrates-the.jpg,2025-02-20 21:45:04+00:00,"This article has been reviewed according to Science X's editorial process and policies . Editors have highlighted the following attributes while ensuring the content's credibility:

Saxitoxin blocks s...","medical, science",D'Or Institute For Research,Unknown,Unknown
Insights into evolutionary dynamics: Study reveals the evolution of evolvability,https://scx2.b-cdn.net/gfx/news/hires/2025/insights-into-evolutio.jpg,2025-02-20 21:40:03+00:00,"This article has been reviewed according to Science X's editorial process and policies . Editors have highlighted the following attributes while ensuring the content's credibility:

Experimental evolu...",science,Michael Hesse,Unknown,Unknown
How do people feel about AI replacing human jobs?,https://scx2.b-cdn.net/gfx/news/hires/2024/robot-boss.jpg,2025-02-20 21:36:04+00:00,"This article has been reviewed according to Science X's editorial process and policies . Editors have highlighted the following attributes while ensuring the content's credibility:

Credit: Tara Winst...",science,Nicole Siller,Yes,Real
Researchers propose framework to identify food selectivity origins in the brain,https://scx2.b-cdn.net/gfx/news/2025/carnegie-mellon-univer.jpg,2025-02-20 21:31:03+00:00,"This article has been reviewed according to Science X's editorial process and policies . Editors have highlighted the following attributes while ensuring the content's credibility:

CMU researchers ha...","medical, science",Marylee Williams,Unknown,Unknown
A new solution may help reduce therapy 'dropouts',https://scx2.b-cdn.net/gfx/news/hires/2024/therapy.jpg,2025-02-20 21:30:04+00:00,"This article has been reviewed according to Science X's editorial process and policies . Editors have highlighted the following attributes while ensuring the content's credibility:

Credit: Alex Green...","medical, science",Kristin Samuelson,Unknown,Unknown
New Ebola virus research boosts pandemic preparedness,https://scx2.b-cdn.net/gfx/news/2025/new-ebola-virus-resear.jpg,2025-02-20 21:29:03+00:00,"This article has been reviewed according to Science X's editorial process and policies . Editors have highlighted the following attributes while ensuring the content's credibility:

The model on the l...","medical, science",La Jolla Institute For Immunology,Unknown,Unknown
"PCRX Investors Have Opportunity to Lead Pacira BioSciences, Inc. Securities Fraud Lawsuit with the Schall Law Firm",/next-assets/images/schema-image-default.png,2025-02-20 21:13:00+00:00,"LOS ANGELES, Feb.",finance,PRNewswire,Unknown,Unknown
Cancerous breast tissue glows in new AI-enhanced MRI images,https://scx2.b-cdn.net/gfx/news/2025/cancerous-breast-tissu.jpg,2025-02-20 21:06:03+00:00,"This article has been reviewed according to Science X's editorial process and policies . Editors have highlighted the following attributes while ensuring the content's credibility:

Several MRI images...","medical, science",University Of Waterloo,Unknown,Unknown
"Deepfakes threaten trust in society, says researcher",https://scx2.b-cdn.net/gfx/news/2025/deepfakes-threatening.jpg,2025-02-20 21:05:04+00:00,"This article has been reviewed according to Science X's editorial process and policies . Editors have highlighted the following attributes while ensuring the content's credibility:

Swifties for Trump...",science,Svein Inge Meland,Unknown,Unknown
New York seeks hundreds of millions of dollars in 'vaping epidemic' case,https://scx2.b-cdn.net/gfx/news/hires/2024/vape.jpg,2025-02-20 21:01:08+00:00,"This article has been reviewed according to Science X's editorial process and policies . Editors have highlighted the following attributes while ensuring the content's credibility:

Credit: Unsplash/C...","medical, science",medicalxpress,Yes,Real
Getting to the roots of gang violence in Colombia,https://scx2.b-cdn.net/gfx/news/hires/2025/colombia-1.jpg,2025-02-20 21:01:04+00:00,"This article has been reviewed according to Science X's editorial process and policies . Editors have highlighted the following attributes while ensuring the content's credibility:

Credit: Unsplash/C...",science,Andres Eberhard,Unknown,Unknown
